window_index,event,candidate_id,new_stage,source_predicted_stage,reason,direction_id,ablation
6610,CANDIDATE_ACTIVE,197,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6649,CANDIDATE_REJECTED,197,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6650,CANDIDATE_ACTIVE,198,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6689,CANDIDATE_REJECTED,198,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6690,CANDIDATE_ACTIVE,199,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6698,CANDIDATE_REJECTED,199,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6710,CANDIDATE_ACTIVE,200,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6749,CANDIDATE_REJECTED,200,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6750,CANDIDATE_ACTIVE,201,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6789,CANDIDATE_REJECTED,201,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6790,CANDIDATE_ACTIVE,202,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6798,CANDIDATE_REJECTED,202,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6810,CANDIDATE_ACTIVE,203,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6849,CANDIDATE_REJECTED,203,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6850,CANDIDATE_ACTIVE,204,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6874,CANDIDATE_REJECTED,204,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6884,CANDIDATE_ACTIVE,205,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6898,CANDIDATE_REJECTED,205,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6910,CANDIDATE_ACTIVE,206,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6917,CANDIDATE_REJECTED,206,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6930,CANDIDATE_ACTIVE,207,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6970,CANDIDATE_REJECTED,207,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6971,CANDIDATE_ACTIVE,208,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6998,CANDIDATE_REJECTED,208,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7010,CANDIDATE_ACTIVE,209,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7049,CANDIDATE_REJECTED,209,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7050,CANDIDATE_ACTIVE,210,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7089,CANDIDATE_REJECTED,210,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7090,CANDIDATE_ACTIVE,211,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7098,CANDIDATE_REJECTED,211,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7110,CANDIDATE_ACTIVE,212,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7149,CANDIDATE_REJECTED,212,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7150,CANDIDATE_ACTIVE,213,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7189,CANDIDATE_REJECTED,213,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7190,CANDIDATE_ACTIVE,214,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7198,CANDIDATE_REJECTED,214,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7210,CANDIDATE_ACTIVE,215,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7250,CANDIDATE_REJECTED,215,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7251,CANDIDATE_ACTIVE,216,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7290,CANDIDATE_REJECTED,216,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7291,CANDIDATE_ACTIVE,217,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7298,CANDIDATE_REJECTED,217,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7310,CANDIDATE_ACTIVE,218,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7349,CANDIDATE_REJECTED,218,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7350,CANDIDATE_ACTIVE,219,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7389,CANDIDATE_REJECTED,219,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7390,CANDIDATE_ACTIVE,220,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7398,CANDIDATE_REJECTED,220,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7410,CANDIDATE_ACTIVE,221,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7449,CANDIDATE_REJECTED,221,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7450,CANDIDATE_ACTIVE,222,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7490,CANDIDATE_REJECTED,222,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7491,CANDIDATE_ACTIVE,223,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7498,CANDIDATE_REJECTED,223,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7510,CANDIDATE_ACTIVE,224,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7551,CANDIDATE_REJECTED,224,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7552,CANDIDATE_ACTIVE,225,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7591,CANDIDATE_REJECTED,225,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7592,CANDIDATE_ACTIVE,226,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7598,CANDIDATE_REJECTED,226,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7610,CANDIDATE_ACTIVE,227,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7649,CANDIDATE_REJECTED,227,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7650,CANDIDATE_ACTIVE,228,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7689,CANDIDATE_REJECTED,228,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7690,CANDIDATE_ACTIVE,229,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7698,CANDIDATE_REJECTED,229,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7710,CANDIDATE_ACTIVE,230,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7749,CANDIDATE_REJECTED,230,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7750,CANDIDATE_ACTIVE,231,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7789,CANDIDATE_REJECTED,231,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7790,CANDIDATE_ACTIVE,232,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7798,CANDIDATE_REJECTED,232,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7810,CANDIDATE_ACTIVE,233,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7815,CANDIDATE_REJECTED,233,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7835,CANDIDATE_ACTIVE,234,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7874,CANDIDATE_REJECTED,234,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7875,CANDIDATE_ACTIVE,235,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7898,CANDIDATE_REJECTED,235,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7910,CANDIDATE_ACTIVE,236,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7949,CANDIDATE_REJECTED,236,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7950,CANDIDATE_ACTIVE,237,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7989,CANDIDATE_REJECTED,237,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7990,CANDIDATE_ACTIVE,238,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
7998,CANDIDATE_REJECTED,238,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8010,CANDIDATE_ACTIVE,239,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8049,CANDIDATE_REJECTED,239,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8050,CANDIDATE_ACTIVE,240,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8089,CANDIDATE_REJECTED,240,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8090,CANDIDATE_ACTIVE,241,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8098,CANDIDATE_REJECTED,241,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8110,CANDIDATE_ACTIVE,242,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8149,CANDIDATE_REJECTED,242,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8150,CANDIDATE_ACTIVE,243,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8189,CANDIDATE_REJECTED,243,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8190,CANDIDATE_ACTIVE,244,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8198,CANDIDATE_REJECTED,244,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8210,CANDIDATE_ACTIVE,245,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8249,CANDIDATE_REJECTED,245,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8250,CANDIDATE_ACTIVE,246,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8269,CANDIDATE_REJECTED,246,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8285,CANDIDATE_ACTIVE,247,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8298,CANDIDATE_REJECTED,247,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8310,CANDIDATE_ACTIVE,248,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8351,CANDIDATE_REJECTED,248,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8352,CANDIDATE_ACTIVE,249,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8391,CANDIDATE_REJECTED,249,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8392,CANDIDATE_ACTIVE,250,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8398,CANDIDATE_REJECTED,250,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8410,CANDIDATE_ACTIVE,251,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8449,CANDIDATE_REJECTED,251,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8450,CANDIDATE_ACTIVE,252,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8489,CANDIDATE_REJECTED,252,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8490,CANDIDATE_ACTIVE,253,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8498,CANDIDATE_REJECTED,253,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8510,CANDIDATE_ACTIVE,254,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8549,CANDIDATE_REJECTED,254,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8550,CANDIDATE_ACTIVE,255,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8589,CANDIDATE_REJECTED,255,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8590,CANDIDATE_ACTIVE,256,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8598,CANDIDATE_REJECTED,256,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8610,CANDIDATE_ACTIVE,257,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8649,CANDIDATE_REJECTED,257,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8650,CANDIDATE_ACTIVE,258,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8689,CANDIDATE_REJECTED,258,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8690,CANDIDATE_ACTIVE,259,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8698,CANDIDATE_REJECTED,259,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8710,CANDIDATE_ACTIVE,260,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8749,CANDIDATE_REJECTED,260,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8750,CANDIDATE_ACTIVE,261,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8789,CANDIDATE_REJECTED,261,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8790,CANDIDATE_ACTIVE,262,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8798,CANDIDATE_REJECTED,262,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8810,CANDIDATE_ACTIVE,263,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8849,CANDIDATE_REJECTED,263,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8850,CANDIDATE_ACTIVE,264,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8889,CANDIDATE_REJECTED,264,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8890,CANDIDATE_ACTIVE,265,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8898,CANDIDATE_REJECTED,265,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8910,CANDIDATE_ACTIVE,266,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8949,CANDIDATE_REJECTED,266,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8950,CANDIDATE_ACTIVE,267,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8989,CANDIDATE_REJECTED,267,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8990,CANDIDATE_ACTIVE,268,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
8998,CANDIDATE_REJECTED,268,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9010,CANDIDATE_ACTIVE,269,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9049,CANDIDATE_REJECTED,269,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9050,CANDIDATE_ACTIVE,270,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9089,CANDIDATE_REJECTED,270,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9090,CANDIDATE_ACTIVE,271,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9098,CANDIDATE_REJECTED,271,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9110,CANDIDATE_ACTIVE,272,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
9114,CANDIDATE_REJECTED,272,,,STREAM_END,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
210,CANDIDATE_ACTIVE,1,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
249,STATE_DISCOVERED,1,5.0,1.0,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
356,CANDIDATE_ACTIVE,2,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
356,CANDIDATE_REJECTED,2,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
379,CANDIDATE_ACTIVE,3,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
388,CANDIDATE_REJECTED,3,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
419,CANDIDATE_ACTIVE,4,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
420,CANDIDATE_REJECTED,4,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
428,CANDIDATE_ACTIVE,5,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
447,CANDIDATE_REJECTED,5,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
454,CANDIDATE_ACTIVE,6,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
455,CANDIDATE_REJECTED,6,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
462,CANDIDATE_ACTIVE,7,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
466,CANDIDATE_REJECTED,7,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
481,CANDIDATE_ACTIVE,8,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
497,CANDIDATE_REJECTED,8,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
522,CANDIDATE_ACTIVE,9,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
526,CANDIDATE_REJECTED,9,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
565,CANDIDATE_ACTIVE,10,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
575,CANDIDATE_REJECTED,10,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
595,CANDIDATE_ACTIVE,11,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
598,CANDIDATE_REJECTED,11,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
610,CANDIDATE_ACTIVE,12,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
619,CANDIDATE_REJECTED,12,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
635,CANDIDATE_ACTIVE,13,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
643,CANDIDATE_REJECTED,13,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
651,CANDIDATE_ACTIVE,14,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
658,CANDIDATE_REJECTED,14,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
671,CANDIDATE_ACTIVE,15,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
698,CANDIDATE_REJECTED,15,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
712,CANDIDATE_ACTIVE,16,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
714,CANDIDATE_REJECTED,16,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
739,CANDIDATE_ACTIVE,17,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
778,CANDIDATE_REJECTED,17,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
794,CANDIDATE_ACTIVE,18,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
795,CANDIDATE_REJECTED,18,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
816,CANDIDATE_ACTIVE,19,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
828,CANDIDATE_REJECTED,19,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
851,CANDIDATE_ACTIVE,20,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
851,CANDIDATE_REJECTED,20,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
862,CANDIDATE_ACTIVE,21,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
862,CANDIDATE_REJECTED,21,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
877,CANDIDATE_ACTIVE,22,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
885,CANDIDATE_REJECTED,22,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
929,CANDIDATE_ACTIVE,23,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
929,CANDIDATE_REJECTED,23,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
954,CANDIDATE_ACTIVE,24,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
958,CANDIDATE_REJECTED,24,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
970,CANDIDATE_ACTIVE,25,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
970,CANDIDATE_REJECTED,25,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
979,CANDIDATE_ACTIVE,26,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
989,CANDIDATE_REJECTED,26,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1010,CANDIDATE_ACTIVE,27,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1010,CANDIDATE_REJECTED,27,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1042,CANDIDATE_ACTIVE,28,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1045,CANDIDATE_REJECTED,28,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1110,CANDIDATE_ACTIVE,29,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1112,CANDIDATE_REJECTED,29,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1124,CANDIDATE_ACTIVE,30,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1126,CANDIDATE_REJECTED,30,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1133,CANDIDATE_ACTIVE,31,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1137,CANDIDATE_REJECTED,31,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1156,CANDIDATE_ACTIVE,32,,,,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
